,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,Location_Brisbane,Location_Darwin,Location_MelbourneAirport,Location_Perth,Location_PerthAirport,Location_SydneyAirport,Location_Watsonia,WindGustDir_E,WindGustDir_ENE,WindGustDir_ESE,WindGustDir_N,WindGustDir_NE,WindGustDir_NNE,WindGustDir_NNW,WindGustDir_NW,WindGustDir_S,WindGustDir_SE,WindGustDir_SSE,WindGustDir_SSW,WindGustDir_SW,WindGustDir_W,WindGustDir_WNW,WindGustDir_WSW,WindDir9am_E,WindDir9am_ENE,WindDir9am_ESE,WindDir9am_N,WindDir9am_NE,WindDir9am_NNE,WindDir9am_NNW,WindDir9am_NW,WindDir9am_S,WindDir9am_SE,WindDir9am_SSE,WindDir9am_SSW,WindDir9am_SW,WindDir9am_W,WindDir9am_WNW,WindDir9am_WSW,WindDir3pm_E,WindDir3pm_ENE,WindDir3pm_ESE,WindDir3pm_N,WindDir3pm_NE,WindDir3pm_NNE,WindDir3pm_NNW,WindDir3pm_NW,WindDir3pm_S,WindDir3pm_SE,WindDir3pm_SSE,WindDir3pm_SSW,WindDir3pm_SW,WindDir3pm_W,WindDir3pm_WNW,WindDir3pm_WSW
65248,15.9,29.5,0.0,7.0,8.8,31.0,9.0,22.0,81.0,59.0,1011.7,1009.9,3.0,3.0,19.1,26.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
65249,15.5,31.1,2.0,5.6,5.3,100.0,19.0,30.0,67.0,45.0,1007.1,1002.1,7.0,7.0,22.2,29.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
65250,16.3,19.8,28.0,12.8,4.1,44.0,24.0,22.0,79.0,76.0,1007.8,1009.3,7.0,8.0,17.1,16.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
65251,13.2,20.4,0.6,4.6,11.7,50.0,24.0,28.0,58.0,50.0,1014.4,1014.2,4.0,2.0,16.6,18.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
65252,10.7,21.7,0.0,5.0,12.6,39.0,22.0,22.0,61.0,46.0,1017.2,1015.7,7.0,1.0,15.8,20.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
65253,11.3,21.6,0.0,8.0,12.2,41.0,13.0,19.0,68.0,57.0,1018.5,1017.8,7.0,6.0,16.4,20.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65254,15.1,27.5,0.0,5.2,11.2,30.0,11.0,11.0,78.0,38.0,1019.7,1017.0,7.0,1.0,16.8,26.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
65255,13.8,34.2,0.0,7.4,13.7,65.0,48.0,11.0,46.0,25.0,1016.8,1014.5,0.0,2.0,23.6,32.9,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
65257,16.7,39.2,0.0,5.8,12.7,61.0,41.0,35.0,29.0,14.0,1012.0,1010.3,7.0,7.0,29.1,38.4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
65258,18.7,32.4,0.0,16.2,5.4,41.0,9.0,19.0,44.0,39.0,1012.4,1011.7,7.0,7.0,26.8,27.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
65259,16.3,22.0,0.8,7.8,9.7,57.0,24.0,41.0,73.0,46.0,1017.7,1019.1,7.0,1.0,17.9,19.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65260,11.4,20.6,0.0,8.2,9.5,44.0,11.0,24.0,57.0,39.0,1019.4,1017.4,7.0,5.0,14.9,19.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65261,10.2,23.4,0.0,6.6,10.8,43.0,22.0,22.0,54.0,40.0,1019.0,1014.9,6.0,4.0,17.6,21.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
65262,12.3,30.4,0.0,9.0,5.9,69.0,54.0,30.0,44.0,23.0,1008.5,1005.4,5.0,7.0,21.5,27.4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
65263,19.6,29.8,1.4,6.8,6.5,61.0,22.0,39.0,84.0,23.0,1001.0,1000.0,7.0,7.0,22.0,28.9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
65264,10.1,24.1,0.8,8.2,11.1,52.0,31.0,28.0,46.0,33.0,1009.6,1008.8,2.0,7.0,17.3,22.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
65265,12.0,20.2,0.4,8.6,5.8,46.0,26.0,31.0,51.0,40.0,1012.2,1010.1,3.0,7.0,15.6,18.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
65266,11.2,19.0,0.8,6.0,9.8,74.0,46.0,37.0,66.0,35.0,1007.7,1013.1,6.0,6.0,13.7,15.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
65267,9.5,21.4,0.0,7.4,4.6,41.0,22.0,24.0,67.0,60.0,1020.6,1019.7,8.0,7.0,13.6,17.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
65268,12.5,21.2,0.0,4.8,5.1,50.0,20.0,30.0,65.0,44.0,1019.8,1019.2,7.0,6.0,14.6,19.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
65269,12.9,19.8,0.0,5.6,3.3,46.0,17.0,26.0,85.0,51.0,1020.5,1019.7,7.0,7.0,13.3,17.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65270,13.3,23.6,0.0,4.8,10.0,33.0,13.0,20.0,63.0,48.0,1021.0,1018.4,7.0,1.0,16.0,21.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
65271,11.7,33.2,0.0,6.6,13.6,74.0,52.0,39.0,47.0,24.0,1017.6,1015.2,1.0,1.0,23.5,31.8,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
65272,22.1,34.8,0.0,18.4,11.4,76.0,56.0,43.0,43.0,26.0,1016.2,1013.2,4.0,7.0,25.1,32.7,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
65273,22.8,25.3,0.0,15.8,10.6,61.0,11.0,20.0,55.0,62.0,1014.3,1015.7,6.0,5.0,23.7,22.3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65274,11.6,24.2,0.0,7.0,12.3,41.0,15.0,19.0,61.0,49.0,1019.8,1018.4,6.0,1.0,18.7,23.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65275,14.7,19.9,0.0,7.0,0.0,30.0,15.0,15.0,77.0,68.0,1017.9,1016.4,8.0,8.0,16.7,19.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
65276,16.4,25.9,0.0,2.6,5.0,48.0,24.0,28.0,83.0,66.0,1017.4,1016.3,8.0,7.0,18.6,23.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
65277,14.2,33.3,0.0,4.4,13.1,43.0,6.0,22.0,76.0,34.0,1020.8,1018.1,1.0,1.0,20.1,31.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
65278,15.7,32.8,0.0,11.4,13.3,56.0,35.0,17.0,37.0,26.0,1019.8,1016.8,0.0,1.0,24.4,31.4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65279,16.6,34.6,0.0,12.8,13.3,67.0,44.0,24.0,39.0,17.0,1015.6,1012.9,1.0,2.0,24.1,33.9,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65280,15.7,26.8,0.0,11.6,7.3,39.0,17.0,17.0,78.0,45.0,1015.8,1013.9,7.0,1.0,19.5,26.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
65281,12.4,24.2,0.0,4.4,12.4,50.0,13.0,31.0,71.0,49.0,1019.0,1017.1,7.0,1.0,18.2,23.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
65282,15.8,30.6,0.0,8.0,13.0,39.0,9.0,19.0,71.0,38.0,1017.2,1013.8,4.0,1.0,19.9,29.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65283,17.5,32.6,0.0,8.2,12.1,37.0,13.0,26.0,65.0,43.0,1013.0,1009.5,6.0,3.0,23.3,31.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
65284,17.5,37.0,0.0,9.4,9.2,59.0,9.0,15.0,72.0,32.0,1007.6,1001.5,5.0,6.0,23.1,34.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
65285,21.5,33.3,1.4,10.8,6.9,74.0,22.0,37.0,85.0,46.0,992.7,991.1,7.0,3.0,23.2,30.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
65286,11.8,19.3,5.0,10.4,4.0,54.0,20.0,35.0,83.0,42.0,1013.2,1015.8,7.0,5.0,13.9,18.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
65287,10.4,24.3,0.0,5.8,13.2,61.0,30.0,33.0,57.0,34.0,1017.6,1014.2,1.0,5.0,16.1,22.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65288,9.8,26.3,0.0,9.0,11.4,39.0,7.0,11.0,76.0,36.0,1013.3,1009.1,7.0,5.0,15.7,25.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
65289,12.1,27.3,0.0,6.2,12.3,33.0,13.0,20.0,76.0,40.0,1008.6,1005.5,7.0,1.0,17.8,26.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65290,13.4,34.5,0.0,7.4,9.6,44.0,20.0,24.0,45.0,17.0,1003.8,1000.2,1.0,7.0,23.5,32.1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
65291,23.4,32.4,0.0,13.2,3.9,98.0,44.0,50.0,36.0,39.0,994.5,992.4,7.0,8.0,24.9,24.7,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
65292,10.3,24.0,2.0,10.6,11.8,56.0,24.0,15.0,52.0,31.0,1007.4,1006.6,1.0,7.0,14.4,21.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
65293,10.9,21.2,0.0,6.0,3.8,43.0,19.0,30.0,66.0,49.0,1011.1,1011.5,1.0,7.0,15.6,17.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65294,8.9,21.7,0.0,5.6,11.1,48.0,9.0,30.0,65.0,42.0,1014.8,1014.5,7.0,5.0,14.4,18.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65295,9.2,26.0,0.0,6.4,11.3,41.0,15.0,20.0,64.0,32.0,1013.2,1010.9,3.0,4.0,15.7,24.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
65296,15.3,25.8,0.0,6.2,7.0,52.0,11.0,30.0,77.0,46.0,1011.7,1010.0,7.0,6.0,18.3,25.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
65297,14.5,20.9,20.6,8.6,5.6,41.0,15.0,24.0,93.0,67.0,1014.2,1013.6,7.0,7.0,16.3,19.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
65298,12.4,23.0,5.8,3.0,8.2,50.0,17.0,28.0,79.0,52.0,1017.1,1016.1,2.0,7.0,17.0,22.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
65299,15.1,24.4,0.4,4.4,6.7,41.0,19.0,26.0,72.0,57.0,1019.9,1018.6,7.0,5.0,18.5,22.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
65300,14.2,28.7,0.0,4.8,10.4,33.0,11.0,15.0,81.0,41.0,1020.4,1017.1,8.0,1.0,17.8,27.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
65301,14.5,34.3,0.0,8.4,7.8,61.0,44.0,30.0,49.0,19.0,1016.4,1013.4,4.0,7.0,23.9,33.3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
65302,21.6,33.4,0.0,13.4,4.8,46.0,30.0,30.0,40.0,60.0,1013.6,1011.8,7.0,5.0,25.5,24.9,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65303,16.9,21.7,6.0,4.8,2.5,30.0,17.0,17.0,93.0,71.0,1017.6,1016.4,8.0,7.0,17.0,20.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
65304,14.7,26.6,0.2,3.2,8.0,30.0,7.0,11.0,87.0,57.0,1018.2,1015.4,7.0,3.0,17.3,24.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
65305,16.1,30.2,0.0,4.0,6.4,35.0,4.0,9.0,87.0,37.0,1014.7,1012.2,7.0,7.0,19.2,29.3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65306,17.7,22.4,0.0,4.6,1.0,35.0,19.0,15.0,77.0,80.0,1015.1,1015.0,7.0,8.0,19.8,19.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
65307,16.0,23.9,0.0,4.0,6.6,39.0,15.0,13.0,78.0,54.0,1015.9,1014.4,7.0,7.0,16.7,22.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
65308,11.6,25.8,0.0,3.4,12.6,33.0,13.0,19.0,81.0,49.0,1016.1,1015.8,3.0,1.0,16.1,23.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
65309,12.6,27.2,0.0,5.8,11.9,39.0,11.0,24.0,75.0,48.0,1018.9,1018.5,2.0,1.0,16.0,26.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
65310,11.2,37.0,0.0,6.6,12.3,39.0,7.0,15.0,80.0,12.0,1020.5,1018.0,1.0,1.0,17.4,35.9,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
65311,17.2,37.1,0.0,14.2,12.7,61.0,44.0,28.0,35.0,16.0,1017.8,1015.5,0.0,1.0,26.8,35.5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
65312,19.4,33.8,0.0,15.2,10.3,98.0,44.0,39.0,48.0,45.0,1013.7,1010.0,3.0,5.0,25.8,31.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
65313,18.6,24.4,18.4,11.4,0.0,81.0,31.0,17.0,95.0,93.0,1011.9,1012.1,7.0,8.0,21.5,22.3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
65314,16.2,19.6,27.8,1.4,0.0,39.0,11.0,28.0,99.0,75.0,1015.3,1015.5,8.0,8.0,16.9,18.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65315,12.6,21.4,0.4,2.0,1.5,31.0,17.0,7.0,68.0,58.0,1015.9,1012.2,7.0,7.0,17.7,21.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
65316,15.1,19.7,17.6,3.2,0.0,63.0,37.0,31.0,94.0,79.0,1007.8,1008.3,8.0,8.0,16.1,18.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65317,13.5,23.7,1.4,3.2,7.8,50.0,30.0,26.0,71.0,50.0,1014.7,1013.3,3.0,7.0,16.3,21.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
65318,14.7,18.9,0.8,6.2,0.0,35.0,15.0,13.0,89.0,95.0,1014.2,1010.8,8.0,8.0,14.8,16.5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65319,14.7,25.9,16.8,0.8,8.5,43.0,15.0,19.0,84.0,42.0,1007.9,1008.2,5.0,6.0,18.9,24.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
65320,13.1,20.9,0.0,6.8,6.7,39.0,20.0,22.0,71.0,62.0,1018.0,1019.1,3.0,7.0,16.2,18.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
65321,13.5,20.8,0.0,4.8,6.6,44.0,20.0,28.0,74.0,53.0,1022.5,1022.7,7.0,6.0,14.6,19.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
